,Palavras,Rotulo,Sentenca,Inicio,Fim,Documento,Particao,Identificacao_Treino_Teste
58928,:,O,4925,5,6,435,4,treino
58929,R$,B-PRECO,4925,7,9,435,4,treino
58930,79,I-PRECO,4925,10,12,435,4,treino
58931,",",I-PRECO,4925,12,13,435,4,treino
58932,50,I-PRECO,4925,13,15,435,4,treino
58933,DESCRIÇÃO,O,4926,0,9,435,4,treino
58934,DA,O,4926,10,12,435,4,treino
58935,CACHAÇA,O,4926,13,20,435,4,treino
58936,:,O,4926,20,21,435,4,treino
58937,A,O,4926,22,23,435,4,treino
58938,Caraçuípe,B-NOME_BEBIDA,4926,24,33,435,4,treino
58939,Prata,B-CLASSIFICACAO_BEBIDA,4926,34,39,435,4,treino
58940,é,O,4926,40,41,435,4,treino
58941,cachaça,O,4926,42,49,435,4,treino
58942,branca,B-CLASSIFICACAO_BEBIDA,4926,50,56,435,4,treino
58943,",",O,4926,56,57,435,4,treino
58944,que,O,4926,58,61,435,4,treino
58945,depois,O,4926,62,68,435,4,treino
58946,da,O,4926,69,71,435,4,treino
58947,destilação,O,4926,72,82,435,4,treino
58948,em,O,4926,83,85,435,4,treino
58949,alambique,B-EQUIPAMENTO_DESTILACAO,4926,86,95,435,4,treino
58950,de,I-EQUIPAMENTO_DESTILACAO,4926,96,98,435,4,treino
58951,cobre,I-EQUIPAMENTO_DESTILACAO,4926,99,104,435,4,treino
58952,é,O,4926,105,106,435,4,treino
58953,maturada,O,4926,107,115,435,4,treino
58954,em,O,4926,116,118,435,4,treino
58955,tonéis,B-RECIPIENTE_ARMAZENAMENTO,4926,119,125,435,4,treino
58956,de,I-RECIPIENTE_ARMAZENAMENTO,4926,126,128,435,4,treino
58957,madeira,I-RECIPIENTE_ARMAZENAMENTO,4926,129,136,435,4,treino
58958,neutra,I-RECIPIENTE_ARMAZENAMENTO,4926,137,143,435,4,treino
58959,(,O,4926,144,145,435,4,treino
58960,Jequitibá,B-TIPO_MADEIRA,4926,145,154,435,4,treino
58961,Rosa,I-TIPO_MADEIRA,4926,155,159,435,4,treino
58962,),O,4926,159,160,435,4,treino
58963,por,O,4926,161,164,435,4,treino
58964,um,O,4926,165,167,435,4,treino
58965,período,O,4926,168,175,435,4,treino
58966,de,O,4926,176,178,435,4,treino
58967,6,B-TEMPO_ARMAZENAMENTO,4926,179,181,435,4,treino
58968,meses,I-TEMPO_ARMAZENAMENTO,4926,182,187,435,4,treino
58969,",",O,4926,187,188,435,4,treino
58970,mantendo,O,4926,189,197,435,4,treino
58971,assim,O,4926,198,203,435,4,treino
58972,sua,O,4926,204,207,435,4,treino
58973,coloração,O,4926,208,217,435,4,treino
58974,cristal,B-CARACTERISTICA_SENSORIAL_COR,4926,218,225,435,4,treino
58975,",",O,4926,225,226,435,4,treino
58976,límpida,B-CARACTERISTICA_SENSORIAL_COR,4926,227,234,435,4,treino
58977,e,O,4926,235,236,435,4,treino
58978,transparente,B-CARACTERISTICA_SENSORIAL_COR,4926,237,249,435,4,treino
58979,",",O,4926,249,250,435,4,treino
58980,assim,O,4926,251,256,435,4,treino
58981,como,O,4926,257,261,435,4,treino
58982,seu,O,4926,262,265,435,4,treino
58983,sabor,O,4926,266,271,435,4,treino
58984,leve,O,4926,272,276,435,4,treino
58985,",",O,4926,276,277,435,4,treino
58986,equilibradamente,O,4926,278,294,435,4,treino
58987,ácido,B-CARACTERISTICA_SENSORIAL_SABOR,4926,295,300,435,4,treino
58988,e,O,4926,301,302,435,4,treino
58989,refinado,O,4926,303,311,435,4,treino
58990,.,O,4926,311,312,435,4,treino
58991,Suas,O,4927,0,4,435,4,treino
58992,notas,O,4927,5,10,435,4,treino
58993,aromáticas,O,4927,11,21,435,4,treino
58994,são,O,4927,22,25,435,4,treino
58995,perfume,O,4927,26,33,435,4,treino
58996,de,O,4927,34,36,435,4,treino
58997,frutas,B-CARACTERISTICA_SENSORIAL_AROMA,4927,37,43,435,4,treino
58998,cítricas,I-CARACTERISTICA_SENSORIAL_AROMA,4927,44,52,435,4,treino
58999,e,O,4927,53,54,435,4,treino
59000,original,O,4927,55,63,435,4,treino
59001,do,O,4927,64,66,435,4,treino
59002,campo,O,4927,67,72,435,4,treino
59003,.,O,4927,72,73,435,4,treino
59004,Graduação,O,4928,0,9,435,4,treino
59005,alcoólica,O,4928,10,19,435,4,treino
59006,:,O,4928,19,20,435,4,treino
59007,40%,B-GRADUACAO_ALCOOLICA,4928,21,24,435,4,treino
59008,Madeira,O,4928,25,32,435,4,treino
59009,:,O,4928,32,33,435,4,treino
59010,Jequitibá,B-TIPO_MADEIRA,4928,34,43,435,4,treino
59011,Rosa,I-TIPO_MADEIRA,4928,44,48,435,4,treino
59012,Tempo,O,4928,49,54,435,4,treino
59013,de,O,4928,55,57,435,4,treino
59014,envelhecimento,O,4928,58,72,435,4,treino
59015,:,O,4928,72,73,435,4,treino
59016,6,B-TEMPO_ARMAZENAMENTO,4928,74,75,435,4,treino
59017,meses,I-TEMPO_ARMAZENAMENTO,4928,76,81,435,4,treino
59018,Prazo,O,4928,82,87,435,4,treino
59019,de,O,4928,88,90,435,4,treino
59020,validade,O,4928,91,99,435,4,treino
59021,:,O,4928,99,100,435,4,treino
59022,Indeterminado,O,4928,101,114,435,4,treino
59023,Volume,O,4928,115,121,435,4,treino
59024,:,O,4928,121,122,435,4,treino
59025,750ml,B-VOLUME,4928,123,128,435,4,treino
59026,NOME,O,4929,0,4,436,4,treino
59027,DA,O,4929,5,7,436,4,treino
59028,CACHAÇA,O,4929,8,15,436,4,treino
59029,:,O,4929,15,16,436,4,treino
59030,Cachaça,O,4929,17,24,436,4,treino
59031,Caribé,B-NOME_BEBIDA,4929,25,31,436,4,treino
59032,Ouro,B-CLASSIFICACAO_BEBIDA,4929,32,36,436,4,treino
59033,PREÇO,O,4930,0,5,436,4,treino
59034,:,O,4930,5,6,436,4,treino
59035,R$,B-PRECO,4930,7,9,436,4,treino
59036,34,I-PRECO,4930,10,12,436,4,treino
59037,",",I-PRECO,4930,12,13,436,4,treino
59038,50,I-PRECO,4930,13,15,436,4,treino
59039,DESCRIÇÃO,O,4931,0,9,436,4,treino
59040,DA,O,4931,10,12,436,4,treino
59041,CACHAÇA,O,4931,13,20,436,4,treino
59042,:,O,4931,20,21,436,4,treino
59043,Cachaça,O,4931,22,29,436,4,treino
59044,Caribé,B-NOME_BEBIDA,4931,30,36,436,4,treino
59045,600,B-VOLUME,4931,37,40,436,4,treino
59046,ml,I-VOLUME,4931,41,43,436,4,treino
59047,.,O,4931,43,44,436,4,treino
59048,foi,O,4932,0,3,436,4,treino
59049,criado,O,4932,4,10,436,4,treino
59050,pelo,O,4932,11,15,436,4,treino
59051,senhor,O,4932,16,22,436,4,treino
59052,Beltrando,B-NOME_PESSOA,4932,23,32,436,4,treino
59053,Caribé,I-NOME_PESSOA,4932,33,39,436,4,treino
59054,",",O,4932,39,40,436,4,treino
59055,um,O,4932,41,43,436,4,treino
59056,comerciante,O,4932,44,55,436,4,treino
59057,que,O,4932,56,59,436,4,treino
59058,chegou,O,4932,60,66,436,4,treino
59059,em,O,4932,67,69,436,4,treino
59060,Januaria,B-NOME_LOCAL,4932,70,78,436,4,treino
59061,na,O,4932,79,81,436,4,treino
59062,decada,B-TEMPO,4932,82,88,436,4,treino
59063,de,I-TEMPO,4932,89,91,436,4,treino
59064,30,I-TEMPO,4932,92,94,436,4,treino
59065,.,O,4932,94,95,436,4,treino
59066,Os,O,4933,0,2,436,4,treino
59067,negócios,O,4933,3,11,436,4,treino
59068,na,O,4933,12,14,436,4,treino
59069,área,O,4933,15,19,436,4,treino
59070,comercial,O,4933,20,29,436,4,treino
59071,iam,O,4933,30,33,436,4,treino
59072,de,O,4933,34,36,436,4,treino
59073,vento,O,4933,37,42,436,4,treino
59074,em,O,4933,43,45,436,4,treino
59075,popa,O,4933,46,50,436,4,treino
59076,",",O,4933,50,51,436,4,treino
59077,mas,O,4933,52,55,436,4,treino
59078,havia,O,4933,56,61,436,4,treino
59079,um,O,4933,62,64,436,4,treino
59080,produto,O,4933,65,72,436,4,treino
59081,típico,O,4933,73,79,436,4,treino
59082,de,O,4933,80,82,436,4,treino
59083,Januária,B-NOME_LOCAL,4933,83,91,436,4,treino
59084,",",O,4933,91,92,436,4,treino
59085,até,O,4933,93,96,436,4,treino
59086,então,O,4933,97,102,436,4,treino
59087,produzido,O,4933,103,112,436,4,treino
59088,artesanalmente,O,4933,113,127,436,4,treino
59089,",",O,4933,127,128,436,4,treino
59090,que,O,4933,129,132,436,4,treino
59091,não,O,4933,133,136,436,4,treino
59092,era,O,4933,137,140,436,4,treino
59093,bem,O,4933,141,144,436,4,treino
59094,explorado,O,4933,145,154,436,4,treino
59095,e,O,4933,155,156,436,4,treino
59096,não,O,4933,157,160,436,4,treino
59097,ultrapassava,O,4933,161,173,436,4,treino
59098,as,O,4933,174,176,436,4,treino
59099,fronteiras,O,4933,177,187,436,4,treino
59100,do,O,4933,188,190,436,4,treino
59101,município,O,4933,191,200,436,4,treino
59102,–,O,4933,201,202,436,4,treino
59103,a,O,4933,203,204,436,4,treino
59104,cachaça,O,4933,205,212,436,4,treino
59105,.,O,4933,212,213,436,4,treino
59106,O,O,4934,0,1,436,4,treino
59107,sr,B-NOME_PESSOA,4934,2,4,436,4,treino
59108,.,I-NOME_PESSOA,4934,4,5,436,4,treino
59109,Caribé,I-NOME_PESSOA,4934,6,12,436,4,treino
59110,adquiriu,O,4934,13,21,436,4,treino
59111,sofisticado,O,4934,22,33,436,4,treino
59112,maquinário,O,4934,34,44,436,4,treino
59113,para,O,4934,45,49,436,4,treino
59114,a,O,4934,50,51,436,4,treino
59115,época,O,4934,52,57,436,4,treino
59116,",",O,4934,57,58,436,4,treino
59117,inclusive,O,4934,59,68,436,4,treino
59118,aparelhos,O,4934,69,78,436,4,treino
59119,filtrantes,O,4934,79,89,436,4,treino
59120,e,O,4934,90,91,436,4,treino
59121,passou,O,4934,92,98,436,4,treino
59122,a,O,4934,99,100,436,4,treino
59123,envasar,O,4934,101,108,436,4,treino
59124,e,O,4934,109,110,436,4,treino
59125,comercializar,O,4934,111,124,436,4,treino
59126,a,O,4934,125,126,436,4,treino
59127,cachaça,O,4934,127,134,436,4,treino
59128,que,O,4934,135,138,436,4,treino
59129,tem,O,4934,139,142,436,4,treino
59130,como,O,4934,143,147,436,4,treino
59131,realce,O,4934,148,154,436,4,treino
59132,",",O,4934,154,155,436,4,treino
59133,o,O,4934,156,157,436,4,treino
59134,armazenamento,O,4934,158,171,436,4,treino
59135,em,O,4934,172,174,436,4,treino
59136,tonéis,B-RECIPIENTE_ARMAZENAMENTO,4934,175,181,436,4,treino
59137,de,O,4934,182,184,436,4,treino
59138,umburana,B-TIPO_MADEIRA,4934,185,193,436,4,treino
59139,de,I-TIPO_MADEIRA,4934,194,196,436,4,treino
59140,cheiro,I-TIPO_MADEIRA,4934,197,203,436,4,treino
59141,.,O,4934,203,204,436,4,treino
59142,Assim,O,4935,0,5,436,4,treino
59143,",",O,4935,5,6,436,4,treino
59144,além,O,4935,7,11,436,4,treino
59145,de,O,4935,12,14,436,4,treino
59146,comerciante,O,4935,15,26,436,4,treino
59147,",",O,4935,26,27,436,4,treino
59148,passou,O,4935,28,34,436,4,treino
59149,a,O,4935,35,36,436,4,treino
59150,ser,O,4935,37,40,436,4,treino
59151,também,O,4935,41,47,436,4,treino
59152,um,O,4935,48,50,436,4,treino
59153,industrial,O,4935,51,61,436,4,treino
59154,.,O,4935,61,62,436,4,treino
59155,A,O,4936,0,1,436,4,treino
59156,cachaça,O,4936,2,9,436,4,treino
59157,Caribé,B-NOME_BEBIDA,4936,10,16,436,4,treino
59158,passou,O,4936,17,23,436,4,treino
59159,a,O,4936,24,25,436,4,treino
59160,divulgar,O,4936,26,34,436,4,treino
59161,a,O,4936,35,36,436,4,treino
59162,cidade,O,4936,37,43,436,4,treino
59163,de,O,4936,44,46,436,4,treino
59164,Januária,B-NOME_LOCAL,4936,47,55,436,4,treino
59165,para,O,4936,56,60,436,4,treino
59166,grande,O,4936,61,67,436,4,treino
59167,parte,O,4936,68,73,436,4,treino
59168,do,O,4936,74,76,436,4,treino
59169,Brasil,B-NOME_LOCAL,4936,77,83,436,4,treino
59170,",",O,4936,83,84,436,4,treino
59171,e,O,4936,84,85,436,4,treino
59172,conhecida,O,4936,86,95,436,4,treino
59173,até,O,4936,96,99,436,4,treino
59174,no,O,4936,100,102,436,4,treino
59175,exterior,O,4936,103,111,436,4,treino
59176,.,O,4936,111,112,436,4,treino
59177,Graduação,O,4937,0,9,436,4,treino
59178,alcoólica,O,4937,10,19,436,4,treino
59179,48%,B-GRADUACAO_ALCOOLICA,4937,20,23,436,4,treino
59180,.,O,4937,23,24,436,4,treino
59181,Conteúdo,O,4938,0,8,436,4,treino
59182,600ml,B-VOLUME,4938,9,14,436,4,treino
59183,NOME,O,4982,0,4,442,4,treino
59184,DA,O,4982,5,7,442,4,treino
59185,CACHAÇA,O,4982,8,15,442,4,treino
59186,:,O,4982,15,16,442,4,treino
59187,Cachaça,O,4982,17,24,442,4,treino
59188,Casa,B-NOME_BEBIDA,4982,25,29,442,4,treino
59189,Bucco,I-NOME_BEBIDA,4982,30,35,442,4,treino
59190,8,I-NOME_BEBIDA,4982,36,38,442,4,treino
59191,Madeiras,O,4982,39,47,442,4,treino
59192,Orgânica,O,4982,48,56,442,4,treino
59193,PREÇO,O,4983,0,5,442,4,treino
59194,:,O,4983,5,6,442,4,treino
59195,R$,B-PRECO,4983,7,9,442,4,treino
59196,65,I-PRECO,4983,10,12,442,4,treino
59197,",",I-PRECO,4983,12,13,442,4,treino
59198,0,I-PRECO,4983,13,15,442,4,treino
59199,DESCRIÇÃO,O,4984,0,9,442,4,treino
59200,DA,O,4984,10,12,442,4,treino
59201,CACHAÇA,O,4984,13,20,442,4,treino
59202,:,O,4984,20,21,442,4,treino
59203,Com,O,4984,22,25,442,4,treino
59204,tonalidade,O,4984,26,36,442,4,treino
59205,dourada,B-CARACTERISTICA_SENSORIAL_COR,4984,37,44,442,4,treino
59206,e,O,4984,45,46,442,4,treino
59207,nuances,O,4984,47,54,442,4,treino
59208,que,O,4984,55,58,442,4,treino
59209,vão,O,4984,59,62,442,4,treino
59210,do,O,4984,63,65,442,4,treino
59211,amarelo,B-CARACTERISTICA_SENSORIAL_COR,4984,66,73,442,4,treino
59212,ao,O,4984,74,76,442,4,treino
59213,ocre,B-CARACTERISTICA_SENSORIAL_COR,4984,77,81,442,4,treino
59214,",",O,4984,81,82,442,4,treino
59215,resultante,O,4984,83,93,442,4,treino
59216,das,O,4984,94,97,442,4,treino
59217,8,O,4984,98,99,442,4,treino
59218,diferentes,O,4984,100,110,442,4,treino
59219,plantas,O,4984,111,118,442,4,treino
59220,utilizadas,O,4984,119,129,442,4,treino
59221,na,O,4984,130,132,442,4,treino
59222,fabricação,O,4984,133,143,442,4,treino
59223,de,O,4984,144,146,442,4,treino
59224,Barris,B-RECIPIENTE_ARMAZENAMENTO,4984,147,153,442,4,treino
59225,para,O,4984,154,158,442,4,treino
59226,cachaça,O,4984,159,166,442,4,treino
59227,.,O,4984,166,167,442,4,treino
59228,Aromas,O,4985,0,6,442,4,treino
59229,florais,B-CARACTERISTICA_SENSORIAL_AROMA,4985,7,14,442,4,treino
59230,e,O,4985,15,16,442,4,treino
59231,frutados,B-CARACTERISTICA_SENSORIAL_AROMA,4985,17,25,442,4,treino
59232,os,O,4985,26,28,442,4,treino
59233,quais,O,4985,29,34,442,4,treino
59234,surpreendem,O,4985,35,46,442,4,treino
59235,os,O,4985,47,49,442,4,treino
59236,mais,O,4985,50,54,442,4,treino
59237,exigentes,O,4985,55,64,442,4,treino
59238,consumidores,O,4985,65,77,442,4,treino
59239,de,O,4985,78,80,442,4,treino
59240,cachaças,O,4985,81,89,442,4,treino
59241,",",O,4985,89,90,442,4,treino
59242,resultado,O,4985,91,100,442,4,treino
59243,do,O,4985,101,103,442,4,treino
59244,perfeito,O,4985,104,112,442,4,treino
59245,blending,B-CLASSIFICACAO_BEBIDA,4985,113,121,442,4,treino
59246,dos,O,4985,122,125,442,4,treino
59247,barris,B-RECIPIENTE_ARMAZENAMENTO,4985,126,132,442,4,treino
59248,das,O,4985,133,136,442,4,treino
59249,madeiras,O,4985,137,145,442,4,treino
59250,de,O,4985,146,148,442,4,treino
59251,Amburana,B-TIPO_MADEIRA,4985,149,157,442,4,treino
59252,",",O,4985,157,158,442,4,treino
59253,Angico,B-TIPO_MADEIRA,4985,159,165,442,4,treino
59254,",",O,4985,165,166,442,4,treino
59255,Bálsamo,B-TIPO_MADEIRA,4985,167,174,442,4,treino
59256,",",O,4985,174,175,442,4,treino
59257,Cabriúva,B-TIPO_MADEIRA,4985,176,184,442,4,treino
59258,",",O,4985,184,185,442,4,treino
59259,Carvalho,B-TIPO_MADEIRA,4985,186,194,442,4,treino
59260,",",O,4985,194,195,442,4,treino
59261,Grápia,B-TIPO_MADEIRA,4985,196,202,442,4,treino
59262,",",O,4985,202,203,442,4,treino
59263,Louro,B-TIPO_MADEIRA,4985,204,209,442,4,treino
59264,",",O,4985,209,210,442,4,treino
59265,Jequitibá,B-TIPO_MADEIRA,4985,211,220,442,4,treino
59266,Rosa,I-TIPO_MADEIRA,4985,221,225,442,4,treino
59267,",",O,4985,225,226,442,4,treino
59268,Cachaça,O,4985,227,234,442,4,treino
59269,Premium,B-CLASSIFICACAO_BEBIDA,4985,235,242,442,4,treino
59270,com,O,4985,243,246,442,4,treino
59271,3,B-TEMPO_ARMAZENAMENTO,4985,247,248,442,4,treino
59272,anos,I-TEMPO_ARMAZENAMENTO,4985,249,253,442,4,treino
59273,de,O,4985,254,256,442,4,treino
59274,envelhecimento,O,4985,257,271,442,4,treino
59275,Origem,O,4985,272,278,442,4,treino
59276,:,O,4985,278,279,442,4,treino
59277,Bento,B-NOME_LOCAL,4985,280,285,442,4,treino
59278,Gonçalves,I-NOME_LOCAL,4985,286,295,442,4,treino
59279,/,O,4985,296,297,442,4,treino
59280,RS,B-NOME_LOCAL,4985,298,300,442,4,treino
59281,Envelhicida,O,4985,301,312,442,4,treino
59282,:,O,4985,312,313,442,4,treino
59283,Amburana,B-TIPO_MADEIRA,4985,314,322,442,4,treino
59284,",",O,4985,322,323,442,4,treino
59285,Bálsamo,B-TIPO_MADEIRA,4985,324,331,442,4,treino
59286,",",O,4985,331,332,442,4,treino
59287,Cabriúva,B-TIPO_MADEIRA,4985,333,341,442,4,treino
59288,",",O,4985,341,342,442,4,treino
59289,Angico,B-TIPO_MADEIRA,4985,343,349,442,4,treino
59290,",",O,4985,349,350,442,4,treino
59291,Grápia,B-TIPO_MADEIRA,4985,351,357,442,4,treino
59292,",",O,4985,357,358,442,4,treino
59293,Louro,B-TIPO_MADEIRA,4985,359,364,442,4,treino
59294,",",O,4985,364,365,442,4,treino
59295,Jequitibá,B-TIPO_MADEIRA,4985,366,375,442,4,treino
59296,Rosa,I-TIPO_MADEIRA,4985,376,380,442,4,treino
59297,e,O,4985,381,382,442,4,treino
59298,Carvalho,B-TIPO_MADEIRA,4985,383,391,442,4,treino
59299,Americano,I-TIPO_MADEIRA,4985,392,401,442,4,treino
59300,Envelhecimento,O,4985,402,416,442,4,treino
59301,:,O,4985,416,417,442,4,treino
59302,até,O,4985,418,421,442,4,treino
59303,3,B-TEMPO_ARMAZENAMENTO,4985,422,423,442,4,treino
59304,anos,I-TEMPO_ARMAZENAMENTO,4985,424,428,442,4,treino
59305,Graduação,O,4985,429,438,442,4,treino
59306,Alcoólica,O,4985,439,448,442,4,treino
59307,:,O,4985,448,449,442,4,treino
59308,38%,B-GRADUACAO_ALCOOLICA,4985,450,453,442,4,treino
59309,Volume,O,4985,454,460,442,4,treino
59310,:,O,4985,460,461,442,4,treino
59311,700ml,B-VOLUME,4985,462,467,442,4,treino
59312,NOME,O,5003,0,4,446,4,treino
59313,DA,O,5003,5,7,446,4,treino
59314,CACHAÇA,O,5003,8,15,446,4,treino
59315,:,O,5003,15,16,446,4,treino
59316,Cachaça,O,5003,17,24,446,4,treino
59317,Casa,B-NOME_BEBIDA,5003,25,29,446,4,treino
59318,Bucco,I-NOME_BEBIDA,5003,30,35,446,4,treino
59319,Calor,O,5003,36,41,446,4,treino
59320,Brasilis,O,5003,42,50,446,4,treino
59321,Orgânica,O,5003,51,59,446,4,treino
59322,PREÇO,O,5004,0,5,446,4,treino
59323,:,O,5004,5,6,446,4,treino
59324,R$,B-PRECO,5004,7,9,446,4,treino
59325,60,I-PRECO,5004,10,12,446,4,treino
59326,",",I-PRECO,5004,12,13,446,4,treino
59327,0,I-PRECO,5004,13,15,446,4,treino
59328,DESCRIÇÃO,O,5005,0,9,446,4,treino
59329,DA,O,5005,10,12,446,4,treino
59330,CACHAÇA,O,5005,13,20,446,4,treino
59331,:,O,5005,20,21,446,4,treino
59332,Transparente,B-CARACTERISTICA_SENSORIAL_COR,5005,22,34,446,4,treino
59333,",",O,5005,34,35,446,4,treino
59334,cristalina,B-CARACTERISTICA_SENSORIAL_COR,5005,36,46,446,4,treino
59335,",",O,5005,46,47,446,4,treino
59336,de,O,5005,48,50,446,4,treino
59337,aparência,O,5005,51,60,446,4,treino
59338,clara,B-CARACTERISTICA_SENSORIAL_COR,5005,61,66,446,4,treino
59339,perolizada,I-CARACTERISTICA_SENSORIAL_COR,5005,67,77,446,4,treino
59340,",",O,5005,77,78,446,4,treino
59341,com,O,5005,79,82,446,4,treino
59342,expressão,O,5005,83,92,446,4,treino
59343,de,O,5005,93,95,446,4,treino
59344,beleza,O,5005,96,102,446,4,treino
59345,e,O,5005,103,104,446,4,treino
59346,fascínio,O,5005,105,113,446,4,treino
59347,.,O,5005,113,114,446,4,treino
59348,Olfato,O,5006,0,6,446,4,treino
59349,paracterístico,O,5006,7,21,446,4,treino
59350,aroma,O,5006,22,27,446,4,treino
59351,de,O,5006,28,30,446,4,treino
59352,cana,B-CARACTERISTICA_SENSORIAL_AROMA,5006,31,35,446,4,treino
59353,",",O,5006,35,36,446,4,treino
59354,mel,B-CARACTERISTICA_SENSORIAL_AROMA,5006,37,40,446,4,treino
59355,",",O,5006,40,41,446,4,treino
59356,palmito,B-CARACTERISTICA_SENSORIAL_AROMA,5006,42,49,446,4,treino
59357,.,O,5006,49,50,446,4,treino
59358,Macia,B-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,5007,0,5,446,4,treino
59359,",",O,5007,5,6,446,4,treino
59360,harmônica,O,5007,7,16,446,4,treino
59361,e,O,5007,17,18,446,4,treino
59362,surpreendentemente,O,5007,19,37,446,4,treino
59363,agradável,O,5007,38,47,446,4,treino
59364,.,O,5007,47,48,446,4,treino
59365,PREMIAÇÕES,O,5008,0,10,446,4,treino
59366,OURO,O,5008,11,15,446,4,treino
59367,-,O,5008,16,17,446,4,treino
59368,2011,B-TEMPO,5008,18,22,446,4,treino
59369,Concours,O,5008,23,31,446,4,treino
59370,Mondial,O,5008,32,39,446,4,treino
59371,de,O,5008,40,42,446,4,treino
59372,Bruxelas,B-NOME_LOCAL,5008,43,51,446,4,treino
59373,PRATA,O,5008,52,57,446,4,treino
59374,-,O,5008,58,59,446,4,treino
59375,2010,B-TEMPO,5008,60,64,446,4,treino
59376,Concours,O,5008,65,73,446,4,treino
59377,Mondial,O,5008,74,81,446,4,treino
59378,de,O,5008,82,84,446,4,treino
59379,Bruxelas,B-NOME_LOCAL,5008,85,93,446,4,treino
59380,NOME,O,5040,0,4,450,4,treino
59381,DA,O,5040,5,7,450,4,treino
59382,CACHAÇA,O,5040,8,15,450,4,treino
59383,:,O,5040,15,16,450,4,treino
59384,Cachaça,O,5040,17,24,450,4,treino
59385,Do,B-NOME_BEBIDA,5040,25,27,450,4,treino
59386,Chefe,I-NOME_BEBIDA,5040,28,33,450,4,treino
59387,Extra,B-CLASSIFICACAO_BEBIDA,5040,34,39,450,4,treino
59388,Premium,I-CLASSIFICACAO_BEBIDA,5040,40,47,450,4,treino
59389,750ml,B-VOLUME,5040,48,53,450,4,treino
59390,PREÇO,O,5041,0,5,450,4,treino
59391,:,O,5041,5,6,450,4,treino
59392,R$,B-PRECO,5041,7,9,450,4,treino
59393,139,I-PRECO,5041,10,13,450,4,treino
59394,",",I-PRECO,5041,13,14,450,4,treino
59395,70,I-PRECO,5041,14,16,450,4,treino
59396,VOLUME,O,5042,0,6,450,4,treino
59397,:,O,5042,6,7,450,4,treino
59398,750ml,B-VOLUME,5042,8,13,450,4,treino
59399,ANÁLISE,O,5043,0,7,450,4,treino
59400,DO,O,5043,8,10,450,4,treino
59401,CACHACIER,O,5043,11,20,450,4,treino
59402,:,O,5043,20,21,450,4,treino
59403,De,O,5043,22,24,450,4,treino
59404,cor,O,5043,25,28,450,4,treino
59405,amarelo,B-CARACTERISTICA_SENSORIAL_COR,5043,29,36,450,4,treino
59406,-,I-CARACTERISTICA_SENSORIAL_COR,5043,36,37,450,4,treino
59407,palha,I-CARACTERISTICA_SENSORIAL_COR,5043,37,42,450,4,treino
59408,",",O,5043,42,43,450,4,treino
59409,possui,O,5043,44,50,450,4,treino
59410,uma,O,5043,51,54,450,4,treino
59411,mescla,O,5043,55,61,450,4,treino
59412,de,O,5043,62,64,450,4,treino
59413,aromas,O,5043,65,71,450,4,treino
59414,adocicados,B-CARACTERISTICA_SENSORIAL_AROMA,5043,72,82,450,4,treino
59415,",",O,5043,82,83,450,4,treino
59416,amadeirados,B-CARACTERISTICA_SENSORIAL_AROMA,5043,84,95,450,4,treino
59417,",",O,5043,95,96,450,4,treino
59418,frutados,B-CARACTERISTICA_SENSORIAL_AROMA,5043,97,105,450,4,treino
59419,e,O,5043,106,107,450,4,treino
59420,de,O,5043,108,110,450,4,treino
59421,especiarias,B-CARACTERISTICA_SENSORIAL_AROMA,5043,111,122,450,4,treino
59422,.,O,5043,122,123,450,4,treino
59423,No,O,5044,0,2,450,4,treino
59424,paladar,O,5044,3,10,450,4,treino
59425,",",O,5044,10,11,450,4,treino
59426,traz,O,5044,12,16,450,4,treino
59427,um,O,5044,17,19,450,4,treino
59428,gosto,O,5044,20,25,450,4,treino
59429,doce,B-CARACTERISTICA_SENSORIAL_SABOR,5044,26,30,450,4,treino
59430,.,O,5044,30,31,450,4,treino
59431,Além,O,5045,0,4,450,4,treino
59432,disso,O,5045,5,10,450,4,treino
59433,",",O,5045,10,11,450,4,treino
59434,causa,O,5045,12,17,450,4,treino
59435,uma,O,5045,18,21,450,4,treino
59436,sensação,O,5045,22,30,450,4,treino
59437,aveludada,B-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,5045,31,40,450,4,treino
59438,e,O,5045,41,42,450,4,treino
59439,licorosa,B-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,5045,43,51,450,4,treino
59440,na,O,5045,52,54,450,4,treino
59441,boca,O,5045,55,59,450,4,treino
59442,.,O,5045,59,60,450,4,treino
59443,Retrogosto,O,5046,0,10,450,4,treino
59444,agradável,O,5046,11,20,450,4,treino
59445,e,O,5046,21,22,450,4,treino
59446,forte,O,5046,23,28,450,4,treino
59447,.,O,5046,28,29,450,4,treino
59448,DESCRIÇÃO,O,5047,0,9,450,4,treino
59449,DA,O,5047,10,12,450,4,treino
59450,CACHAÇA,O,5047,13,20,450,4,treino
59451,:,O,5047,20,21,450,4,treino
